2017-05-18,TAP,92.52,1.2201
2017-05-18,TDG,247.8,4.1881
2017-05-18,TEL,73.89,0.8451
2017-05-18,TGT,55.83,1.1723
2017-05-18,TIF,91.97,0.5973
2017-05-18,TJX,74.48,2.074
2017-05-18,TMK,74.57,0.8882
2017-05-18,TMO,171.74,1.8179
2017-05-18,TPR,44.67,1.9282
2017-05-18,TRIP,44.61,1.0581
2017-05-18,TROW,69.71,0.8625
2017-05-18,TRV,120.88,0.4247
2017-05-18,TSCO,57.97,1.6481
2017-05-18,TSN,57.83,2.5532
2017-05-18,TSS,57.77,0.4386
2017-05-18,TWX,97.01,0.7414
2017-05-18,TXN,79.23,1.0033
2017-05-18,TXT,46.13,0.92
2017-05-18,UAA,18.89,0.7994
2017-05-18,UAL,75.98,2.3305
2017-05-18,UDR,37.86,0.212
2017-05-18,UHS,118.42,1.7679
2017-05-18,ULTA,297.82,4.8256
2017-05-18,UNH,171.45,2.0134
2017-05-18,UNM,45.26,0.5492
2017-05-18,UNP,107.14,1.4804
2017-05-18,UPS,103.19,1.6346
2017-05-18,URI,106.5,3.0089
2017-05-18,USB,50.74,0.5125
2017-05-18,UTX,119.37,0.8861
2017-05-18,V,91.71,0.5535
2017-05-18,VAR,94.6,2.2816
2017-05-18,VFC,51.76,1.2782
2017-05-18,VIAB,33.99,3.0272
2017-05-18,VLO,63.54,1.0796
2017-05-18,VMC,126.06,2.0377
2017-05-18,VNO,92.84,1.2327
2017-05-18,VRSK,78.52,1.5877
2017-05-18,VRSN,88.55,0.8197
2017-05-18,VRTX,117.93,1.9075
2017-05-18,VTR,67.43,1.4333
2017-05-18,VZ,45.04,0.6257
2017-05-18,WAT,176.33,1.1334
2017-05-18,WBA,81.45,1.5481
2017-05-18,WDC,86.11,1.533
2017-05-18,WEC,60.91,0.3913
2017-05-18,WFC,52.38,1.0248
2017-05-18,WHR,177.2,2.7524
2017-05-18,WM,70.96,0.8723
2017-05-18,WMB,29.9,0.3802
2017-05-18,WMT,77.54,0.6988
2017-05-18,WU,18.85,0.3504
2017-05-18,WY,32.7,0.2993
2017-05-18,WYN,95.62,0.5473
2017-05-18,WYNN,122.42,2.0558
2017-05-18,XEC,115.84,1.9568
2017-05-18,XEL,45.64,0.387
2017-05-18,XL,42.26,0.2217
2017-05-18,XLNX,65.61,0.988
2017-05-18,XOM,81.75,0.4071
2017-05-18,XRAY,61.66,1.4365
2017-05-18,XRX,27.96,0.314
2017-05-18,XYL,51.48,0.694
2017-05-18,YUM,69.1,1.1185
2017-05-18,ZBH,117.26,1.893
2017-05-18,ZION,39.58,0.5841
2017-05-18,ZTS,59.91,1.5673
